groupid,url,name,review_id,sentence_id,text,annotation1_Lorena,annotation2_Dora,annotation3_Nika,label_Sara
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,597,7,Kad vam uspostave diagnozu onda bi vam trebali i objasniti o čemu se radi.,neutral,neutral,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,597,8,Loš doktor.,negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,598,1,"Stručan, susretljiv jedan od rijetkih koji sluša pacijenta.",positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,598,2,Zahvaljujući prof. Marušiću konačno sam došla do svoje prave dijagnoze.,positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,599,1,Od 20 minuta provedenih u ordinaciji s doktorom on je 10-tak minuta bio na telefonu.,negative,neutral,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,599,2,Vrlo površno odradio pregled.,negative,mixed,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,599,3,Tri puta je štampao nalaz jer je zaboravio zašto sam uopće došla.,negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,599,4,Žao mi je što nisam napustila ordinaciju kada sam shvatila da je indisponiran za rad.,negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,600,1,Doktor Marušić je veliki čovjek i veliki stručnjak.,positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,600,2,Susretljiv svaki puta i nikada ne odbija pomoći.,positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,600,3,Prema svima pacijentima prilazi srdačno i susretljivo.,positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,600,4,Kada dolazite na pretrage ne trebate se bojati jer zna svoj posao i zna kako pomoći čovjeku.,positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,600,5,Veliko mu hvala za sve !,positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,601,1,Sve same pohvale.,positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,601,2,"Odličan liječnik, još bolji čovjek!",positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,602,1,Doktor za primjer!,positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,602,2,"Prošla sam zaista mnogo doktora, ali on mi je jedini pogodio dijagnozu!",positive,mixed,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,602,3,"Vrlo stručan, ljubazan.",positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,602,4,Doktor kojem bi se uvijek vratila!,positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,603,1,Nakon desetogodišnjeg iskustva (u vezi gastritisa i SIC) mogu reći samo pozitivne stvari.,positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,604,1,"Presmijesno, odgovoriti cu kad budem imala vremena.",neutral,positive,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,604,2,"Subota, uskoro i ponoc, obzirom spadam u ljude koji imaju podosta obaveza, pa tako odredjujem prioritete.",neutral,positive,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,604,3,"Eto, do slusanja, IRA",neutral,neutral,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,605,1,"Postovana, ja sam dapace ustvrdila da je sigurno nekome spasio zivot, ali meni ga nije ni trebao.",neutral,negative,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,605,2,"No, problem je taj sto sam na taj pregled dosla zdrava, izasla bolesna, zahvaljujuci nepostivanju osnovnih higijenskih minimuma.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,605,3,Ne vadite stvari iz konteksta.,neutral,negative,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,605,4,IRA,neutral,mixed,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,605,5,"P.S.Brisati, ocito, moze samo admin, prema tome neka to i ucini, nista osobno.",neutral,mixed,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,605,6,"Iako je glupo, jer svugdje komentator moze obrisati napisano, ako tako odluci.",neutral,negative,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,605,7,P.,neutral,negative,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,605,8,P.,neutral,negative,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,605,9,S.,neutral,negative,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,605,10,"Nisam sigurna sto ste zapravo htjeli reci govoreci o necijoj pameti, ali sigurno nisam dosla tamo da bih sama bilo sto odredjivala.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,605,11,"Medjutim, doticnog je stav da nema sto razgovarati, kao niti konstruktivno odgovoriti na postavljeno pitanje, dakle, takav je odnos potpuno nedopustiv.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,605,12,"Kao osobi koja postuje tudje granice, nije mi prihvatljivo ignoriranje, sto je upravo njegova karakteristika.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,605,13,"Mozda je u svom podrucju "" doma "", ali opcenito govoreci, ponasanje govori o ignoranstvu, a u koje se ubraja podosta toga.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,605,14,"Ova je bolnica nekada bila puno bolje mjesto, danas medjutim nisam vise u to sigurna.",negative,positive,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,605,15,"Iako, naravno to najvise ovisi o lijecniku samom, a moje iskustvo u ovom slucaju je negativno, ne mislim nikoga uvjeravati u nista, ali kazem.",negative,,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,605,16,"Zelim da i dalje imate dobra iskustva, ja tamo vise ne odlazim.",negative,,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,606,1,"Postovani,vidim da ste revoltirani na doktora i na sve one koji imaju rijeci pohvale za njega.",neutral,positive,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,606,2,"Tekst je slucajno poslan dva puta,pokusala sam izbrisati jedan ali eto nemogu ili neznam pa bi bila zahvalna da me poducite ili vi to ucinite za mene.",neutral,mixed,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,606,3,Hvala.,neutral,positive,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,606,4,"Meni je doktor spasio zivot,bio je divan prema meni svo vrijeme boravka u bolnici,nismo ni rodosi niti mi je placeno da ga hvalim.",positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,606,5,I da se osvrnem na vas prijasnji komentar.,neutral,positive,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,606,6,"Doktorov odnos prema pacijentu vjerojatno ovisi i o odnosu pacijenta kada dode,ako dodes sa stavom da si pametniji od njega a nisi sigurno nemozes ocekivati ljubaznost 100%.",neutral,neutral,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,607,1,"Kada bi svi bili kao on bilo bi to divno, Nemam rijeci kojom bi ga opisala,divan,ljubazan,strpljiv,detaljan.",positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,607,2,"vrhunski liječnik kojem pacijenti nisu broj,odnos njega i pacijenta je čovjek prema čovjeku.",positive,neutral,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,607,3,"Svakome bi ga preporucila,dugo sam bila na ljecenju u bolnici i nema šanse pustiti doma pacijenta dokle nije 100 % siguran da se pacijent oporavio.",positive,negative,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,607,4,Stvarno mu od srca hvala na svemu i hvala Bogu što sam baš njegova pacijentica.,positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,1,"Ne postuje vase vrijeme, ali svoje precjenjuje, jedva ceka da izadjete iz ordinacije, da vasu uputnicu pribroji hrpi.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,2,"U medjuvremenu valjda pise neke knjige, memoare, sto li ?",sarcasm,neutral,sarcasm,sarcasm
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,3,"Po njegovom, bogomdan, u stvari narcisoidan.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,4,"Po mojem, “ ovdje “ vlada nepotizam.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,5,"U ono malo puta sto sam kod njega bila, svaki je puta bilo isto.",negative,neutral,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,6,"Na upit zasto ne postuje red, odgovara kako on ima svoj red.",negative,neutral,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,7,"Medjutim, sutke podnosi nezgodu koja se desila radi tzv.njegovog reda.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,8,"Bilo mi drago sto mi je pukla vrecica i bezbroj stvari razasulo se uokolo, kad sam konacno bila pozvana.",negative,mixed,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,9,"Nista nisam rekla, samo sam se sagnula i ljutito pobacala stvari, koje su se nasle na podu, na lezaj kraj vrata.",negative,mixed,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,10,"Sutio je i cekao, pravio se kao da se nista nije dogodilo.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,11,"Vrlo proracunat, hladnokrvan tip, mogla bih ga usporediti s vrlo omrazenim "" povijesnim lijecnicima "", odnosno manipulatorima, necu precizirati da se ljudima ne digne kosa na glavi, pametnom dosta.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,12,"Za vrijeme “ razgovora “ nije odgovorio niti na jedno moje pitanje, nisam bas sigurna da nije znao odgovore, trebao je.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,13,"Samo je nesto promrmljao kao da tako to treba biti ( valjda mi to palo s neba ), to nije odgovor, vec nedokazana tvrdnja.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,14,"Citav zivot zivis tako i onda on veli da je to zato sto si se takav rodio, svasta, a sto to, tocno ?",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,15,"Ljude dozivljava neukima i zaostalima, ocito.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,16,"Naravno da sam vidjela vrlo visoku ocjenu ( prvo me ona zbunila, nisam mogla vjerovati svojim ocima ), a procitavsi prethodne komentare, ostala sam zatecena, ali ne mislim mijenjati pricu zbog toga, ni najmanje.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,17,"Ljudi koji su ovo pisali mozda su dobili zadatak da napisu, mozda ih je stvarno spasio, a postoji i mogucnost da su to neki "" rodjosi "".",negative,mixed,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,18,"Prema tome, taj je lijecnik, prvenstveno kao covjek los do boli, postupci kod zahvata vrlo su upitni, upitan je i prostor, odnosno instrumenti kojima isti obavlja ( sad tu se moze prigovoriti i njegovoj sestri, medjutim smatram da je on taj koji odredjuje procedure ).",negative,neutral,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,19,"Prestrasno iskustvo u 2 posjeta, a kod kolonoskopije sam bila anestezirana tako da ne mogu reci.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,20,"Za razliku od kolonoskopije, kod gastroskopije nisam bila anestizirana, pa tako kazem slijedece : Usavsi u prostoriju, najprije sam primijetila prljavu platnenu plahtu, nekakav sfrkani jastuk kao zmija za pod glavu, sve to neprekriveno, dodatno.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,21,"Zgrozivsi se, ipak smo obavili taj zahvat, gdje mi je fizicki ozlijedio grlo + instalirao virus gripe ( u roku niti 48 sati, a kasnije sam je ja prenijela i na supruga ), zatim nakon 3 dana rada teska upala sinusa ( radi pada obrane organizma, odnosno ovog sto slijedi ), a do sada se jos borim ( vec mjesecima od tada ) sa cudnovatim oboljenjem zuba visoko u korijenu.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,22,"Tvrdim da sonda nije bila sterilizirana, kao sto sam kasnije na svoje zgrazanje i vidjela.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,23,"Sestra to samo pod vodom ispere i to je to, slijedeci !",negative,mixed,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,24,Fuuuj !,negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,25,"Uz to, nije mu se svidjelo zasto sam uopce dosla na taj pregled, a on me osobno nije narucio.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,26,"Taj ga je drugi lijecnik ( iz druge bolnice ) branio, uglavnom niti kod jednoga vise ne idem.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,27,"U svakom slucaju, svima sam objavila radosnu vijest ( samo jedna osoba rekla je da je cula da je dobar ).",negative,positive,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,28,"I to nije sve, izasavsi iz bolnice ( u soku ), uzela sam kavu iz automata, pila stojeci vani ispred bolnice i na moje iznenadjenje, kroz 15-ak minuta, pristupa mi covjek koji je bio slijedeci !",neutral,mixed,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,29,"Samo je rekao, da mu goru gastroskopiju nitko do sada nije napravio, a bio je nebrojeno puta.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,30,"Muska osoba, starija, nikakav “ pekmez “.",neutral,negative,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,31,"Pogadjate, ozlijedio ga je, takodjer.",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,32,"Moje sumnje u njegovu ljudskost i strucnost tada su se potvrdile u svom svojem "" sjaju "".",negative,positive,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,33,"Pa, nije on meni zivot spasavao, negdje na ulici, na frontu .",negative,negative,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,34,"Bijedno, druge rijeci nemam.",negative,mixed,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,35,P.S,neutral,negative,neutral,neutral
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,608,36,"Sad me jedino jos zanima ocjena, kad se moja pribroji, trebala bi fino pasti.",negative,,negative,negative
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,609,1,"samo pohvale za ljubaznost, stručnost, doktor u kojeg se ima povjerenja, iznimno ugodan u komunikaciji s pacijentom :-)",positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,610,1,Boriti se s teškom kroničnom bolešću nikada nije lako.,positive,negative,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,610,2,"Od trenutka kad si siguran da si u stručnim, brižnim i odgovornim rukama shvaćaš da se unatoč bolesti život može kvalitetno živjeti ""punim plućima"".",positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,610,3,"Ruke koje opisujem pripadaju vrhunskom liječniku i iznimnom čovjeku doc. Marinku Marušiću, i medicinskom osoblju gastroenterologije na Sv.Duhu.",positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,611,1,Zaista je izvrstan i kao stručnjak u svome poslu ali i kao čovjek i zaista je šteta da je otišao iz karlovačke bolnice,positive,negative,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,612,1,"moj najdraži liječnik, spasitelj i čuvar :) čovjek prije svega, ulijeva sigurnost i povjerenje, potiče hrabrost i entuzijazam, veliki stručnjak i zahvaljujem dragom Bogu što me je usmjerio k njemu!",positive,positive,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,612,2,Nikada mu neću moći dovoljno zahvaliti za sve učinjeno.,positive,mixed,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,612,3,Liječnik u svakom smislu.,positive,neutral,positive,positive
3,https://najdoktor.com/Marinko-Maru%C5%A1i%C4%87/d16585,Marinko Marušić,612,4,Svaka čast!,positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,613,1,"Imala sam operaciju štitnjače i zahvaljujući doc. dr. Krešimiru Gršiću cijelo iskustvo prošlo je uz nevjerojatnu stručnost, mir i ljudsku toplinu.",positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,613,2,"Od prvog pregleda pa sve do operacije i postoperativne brige, osjećala sam se potpuno sigurno i u najboljim rukama.",positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,613,3,"Doktor Gršić je izuzetno stručan, ali ono što ga posebno izdvaja je njegov ljudski pristup, strpljivo objašnjava, sluša, umiruje i daje osjećaj povjerenja kakav se rijetko susreće.",positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,613,4,U najtežim trenucima znao mi je vratiti mir i sigurnost samo jednom rečenicom.,positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,613,5,"Operacija je prošla odlično i izvađena je samo polovica štitnjače, što dugujem upravo njegovoj procjeni, znanju i iskustvu.",positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,613,6,Osjećam neizmjernu zahvalnost što sam imala priliku biti njegova pacijentica.,positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,613,7,"Preporučujem ga od srca svakome tko traži liječnika kojem možete vjerovati bez imalo zadrške jer kod doc. dr. Gršića niste samo pacijent, nego čovjek.",positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,613,8,"Hvala Vam na svemu, doktore.",positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,613,9,Minea Pejić,neutral,neutral,neutral,neutral
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,614,1,"Docent Gršić posjeduje sve vrline odličnog liječnika i kirurga: ogromno znanje, smirenost, vještinu, iskustvo, želju za usavršavanjem, a osim toga dostupan je pacijentu, ljubazan, iskren i strpljivo odgovara na sva pitanja.",positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,614,2,"Nakon složene operacije vrata nije bilo nikakvih komplikacija, a to je ono čega se svi najviše bojimo.",positive,mixed,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,614,3,Ne postoje riječi kojima bih mu mogla dovoljno izraziti zahvalnost.,positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,615,1,"Najkraće rečeno - Dr. Krešimir Gršić je NAJBOLJI primjer što liječnik mora biti - izvanredno stručan, posvećen i struci i pacijentu daje bolesniku nadu i vjeru u medicinu.",positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,616,1,"Sve pohvale za dr. Gršića – iznimno stručan i pedantan te uz to srdačan, smiren, pažljiv i dostupan za pacijenta.",positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,616,2,"Sveukupna usluga u poliklinici QMC je uistinu vrhunska, svo osoblje je na najvišoj mogućoj razini.",positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,616,3,Šteta što se na portalu zasebno ne mogu ocijeniti i sestre jer i sestra Nikolina zaslužuje svoju vlastitu 5-icu za svu svoju toplinu i brigu za pacijenta.,positive,negative,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,617,1,"Dr. Kreširmir Grsic,i njegovo osoblje u poliklinici QMC Zagreb vrlo ljubazni, sa znanjem i iskustvom.",positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,617,2,"Pacijent im je na prvom mjestu,to pokazuju od konzultacije do samog rješenja problema.",positive,neutral,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,618,1,Imala sam dvije operacije štitnjače kod dr. Gršića.,neutral,neutral,neutral,neutral
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,618,2,"Druga je bila malo teža ali svejedno je operacija bila uspješna, bez ikakvih posljedica!",positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,618,3,Glasnice i paratireoidne žlijezde su ostale sačuvane.,positive,neutral,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,618,4,"Druga operacija je rađena preko istog reza/ožiljka, ali se on već nakon tjedan dana više skoro i ne vidi!",positive,negative,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,618,5,Jako mi je drago da sam baš došla kod njega!,positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,618,6,"Osim stručnosti i znanja, doktor je također jako ljubazan, pažljiv te ulijeva povjerenje!",positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,618,7,Cijeli odjel kirurgije glave i vrata ima moje pohvale!,positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,618,8,"Od čistačica, medicinskih sestara, tehničara, osoblja u operacijskoj dvorani.",positive,neutral,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,618,9,baš svi su jako ljubazni i uvijek na raspolaganju!,positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,618,10,Od mene preporuka 10000%!,positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,618,11,-A,neutral,,neutral,neutral
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,619,1,Moja iskustva su podjednako pozitivna kao i ostalih pacijenata ovdje.,positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,619,2,"Osvojio me svojom toplinom, srdačnošću, prekrasnom posvećenošću i osobnošću.",positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,619,3,Nikada nisam imala ni najmanju primjedbu.,positive,negative,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,619,4,"Smiren, ugodan, promišljen, educiran, pažljiv, siguran u svoj stav, vrlo pedantan.",positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,619,5,Ulijeva veliko povjerenje i daje sigurnost i podršku.,positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,620,1,Ukratko divan doktor a prije svega veliki čovjek.,positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,620,2,Prava je sreća kad se takav doktor brine za tvoje zdravlje.,positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,621,1,"Sve pohvale, od prvog kontakta i pregleda, preko operacije pa do postoperativnog tijeka.",positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,621,2,Kao da nisam bila na operaciji.,positive,negative,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,621,3,Sestre na odjelu za svaku pohvalu.,positive,positive,positive,positive
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,621,4,L.,neutral,mixed,neutral,neutral
3,https://najdoktor.com/kresimir-grsic/d9999,Krešimir Gršić,622,1,"Doktor za preporučiti, izvrstan, ljubazan, stručan, odnos prema pacijentu super.",positive,positive,positive,positive
